,id,name,age,username_twitter,hashtag,job,description,image,category,country,year,gdp,gdp_pro_capita,labour_percentage,gender_gap,percentuale_ministre,percentuale_parlamentari,hdi
116,3Hw,Ayah Bdeir,37.0,@ayahbdeir,@littleBits ,Entrepreneur,"Branded as 21st Century building blocks, Ayah Bdeir's littleBits company makes kits of electronic blocks that snap together with magnets, allowing anyone to ""build, prototype, and invent"".",https://c.files.bbci.co.uk/F548/production/_109129726_aya_bdeir_300.jpg,creativity,Lebanon,2019,"52,522",7661.073,"32,0304922","0,599",,50,"0,744"
117,ZA2,Dhammananda Bhikkhuni,75.0,,#asianheritagemonth #inspirationalasian #InfluencialWomen #Buddhism #Feminism #ThaiFemaleMonk #Buddhism #Thailand,Monk,"Buddhism is Thailand's most common religion, with some 300,000 Buddhist monks. But female monks - known as bhikkhunis - aren't recognised, and are banned from being ordained on Thai soil.",https://c.files.bbci.co.uk/1A1C/production/_109148660_dhammananda_bhikkhuni_300.jpg,leadership,Thailand,2019,"543,564",7806.961,"78,07436724","0,708",,25,"0,777"
118,bKp,Mabel Bianco,78.0,@mabelbianco,#Women20,Doctor,"Feminist medical doctor Mabel Bianco has spent four decades putting women's health, reproductive rights, abortion, and HIV/AIDS on the public policy agenda in Argentina.",https://c.files.bbci.co.uk/4EF6/production/_109141202_mabel_bianco_300.jpg,leadership,Argentina,2019,"444,458",9890.314,"70,6092708","0,746",,0,"0,845"
119,34j,Raya Bidshahri,,@raya_bid,#100Women #BBC100Women @BBCWorld @BBC100women,Educator,"Raya is founder and CEO of the award-winning Awecademy, an organisation with a mission to use education to improve the world.",https://c.files.bbci.co.uk/14368/production/_109129728_raya_bidshahri_300.jpg,knowledge,Iran (Islamic Republic of),2019,"583,698",7009.762,"24,30977363","0,584",,50,"0,783"
120,Dnt,Katie Bouman,30.0,,#BlackHolePicture #OpenScience #WomenInSTEM,Scientist,Katie was a key leader on the team that developed algorithms and techniques to recover the first-ever image of a black hole.,https://c.files.bbci.co.uk/17389/production/_109131159_katie_bouman_300.jpg,knowledge,United States of America (the),2019,"21433,225",65253.518,"82,75258981","0,724","21,7",50,"0,926"
121,Wha,Sinéad Burke,29.0,@TheSineadBurke,#sineadburke #IWD2021,Disability activist,"After recounting not being able to reach the locks on toilet doors in a candid speech in 2017, Sinéad Burke quickly became one of the world's most influential disability activists. Calling for all design to be more accessible, she has challenged some of the biggest names in the fashion industry - including Anna Wintour - to make clothing more inclusive.",https://c.files.bbci.co.uk/683C/production/_109148662_sinead_burke_300.jpg,identity,Ireland,2019,"398,469",80504.404,"81,80497444","0,798","26,7",0,"0,955"
122,EQa,Lisa Campo-Engelstein,,@CampoEngelstein,#100women @BBC100women #bioethics #contraception ,Bioethicist,"Author of Contraceptive Justice: Why We Need a Male Pill, bioethicist Lisa Campo-Engelstein's work aims to improve women's lives through finding new methods of contraception.",https://c.files.bbci.co.uk/17E1/production/_109131160_lisa_campo_engelstein_300.jpg,knowledge,United States of America (the),2019,"21433,225",65253.518,"82,75258981","0,724","21,7",50,"0,926"
123,36x,Scarlett Curtis,24.0,@scarcurtis,,Writer/Campaigner,"Scarlett is co-founder of The Pink Protest, an online community of activists who supported the successful #FreePeriods campaign to get free menstrual products in schools in England.",https://c.files.bbci.co.uk/3EF1/production/_109131161_scarlett_curtis_300.jpg,creativity,United Kingdom of Great Britain and Northern Ireland (the),2019,"2830,764",42378.606,"85,37624834","0,767","21,7",0,"0,932"
124,vqY,Ella Daish,,@ella_daish,#EndPeriodPlastic #PlasticChallenge #EcoPeriodBox,Environmentalist,"Delivering post in rural Wales, Ella was shocked by the amount of discarded plastic on the streets.",https://c.files.bbci.co.uk/6601/production/_109131162_ella_daish_300.jpg,earth,United Kingdom of Great Britain and Northern Ireland (the),2019,"2830,764",42378.606,"85,37624834","0,767","21,7",0,"0,932"
125,unp,Sharan Dhaliwal,,@sharandhaliwal_,,Artist and writer,"British-Indian Sharan is founder and editor-in-chief of Burnt Roti magazine, focusing on mental and sexual health for young South Asians, and LGBTQ rights. Aided by crowdfunding, she published her first print issue in April 2016 and has since launched an online version.",https://c.files.bbci.co.uk/8D11/production/_109131163_sharan_dhaliwal_300.jpg,identity,United Kingdom of Great Britain and Northern Ireland (the),2019,"2830,764",42378.606,"85,37624834","0,767","21,7",0,"0,932"
126,39Q,Salwa Eid Naser,21.0,,#Athletics #worldathletics #400m,Athlete,Salwa Eid Naser stunned the field in the 400m final in Doha this year by running faster than any woman has done for more than three decades.,https://c.files.bbci.co.uk/8F4C/production/_109148663_salwa_eid_nasser_300.jpg,sport,Nigeria,2019,"448,12",2229.854,"76,86945703","0,635",,50,"0,539"
127,ye6,Rana El Kaliouby,41.0,@kaliouby,@Affectiva #EmotionAI #Artificialintelligence #fintech  #IA #bigdata,AI pioneer,"Rana el Kaliouby is a pioneer of artificial emotional intelligence, or Emotion AI. Her start-up Affectiva has developed software that can understand emotions by analysing facial expressions through a camera.",https://c.files.bbci.co.uk/7606/production/_109141203_rana_el_kaliouby_300.jpg,knowledge,Egypt,2019,"302,335",3043.64,"25,93789456","0,629",,25,"0,707"
128,3Kg,Maria Fernanda Espinosa,55.0,@mfespinosaEC,@WHO #IWD2021 ,UN General Assembly,"When Maria Fernanda Espinosa became president of the UN General Assembly, she became only the fourth woman to hold the position in the body's history - and the first from Latin America and the Caribbean.",https://c.files.bbci.co.uk/DB31/production/_109131165_maria_espinosa_300.jpg,leadership,Ecuador,2019,"107,436",6221.667,"68,37278039","0,729",,25,"0,759"
129,Mkk,Lucinda Evans,47.0,@Sunbird_Khoisan,@BBCWorld #InternationalWomensDay #WomensDay,Women's rights activist ,"As South Africa faces rising rates of murder and rape against women and girls, Lucinda has emerged as a voice for women. She leads nationwide marches, rallying thousands of women in the streets of Cape Town, challenging government to translate policy into action.",https://c.files.bbci.co.uk/B421/production/_109131164_lucinda_evans_300.jpg,identity,South Africa,2019,"351,354",5977.954,"78,83942599","0,78",,25,"0,709"
130,FTH,Sister Gerard Fernandez,81.0,,#Sister #PrisonMinistry #religiouslife #compassion #BBC #Singapore,Roman Catholic nun,"Sister Gerard is a Roman Catholic nun in Singapore, who worked for three decades as a death row counsellor.",https://c.files.bbci.co.uk/10241/production/_109131166_sister_gerard_fernandez_300.jpg,leadership,Singapore,2019,"372,066",65233.88,"79,05759389","0,724",,50,"0,938"
131,aJc,Bethany Firth,23.0,@BethanyFirth2,,Paralympic swimmer,"Overcoming a fear of water after falling into an adult pool as a toddler, Bethany Firth burst onto the swimming scene at the London 2012 Paralympics. Bethany, who has learning disabilities, is now a four-time Paralympic gold medallist and multiple world record holder, and was Britain's most decorated athlete at the Rio 2016 Paralympics.",https://c.files.bbci.co.uk/13596/production/_109145297_bethany_firth_300.jpg,sport,United Kingdom of Great Britain and Northern Ireland (the),2019,"2830,764",42378.606,"85,37624834","0,767","21,7",0,"0,932"
132,vVT,Owl Fisher,28.0,@UglaStefania,#LGBTQIA #SexNotGender,Transgender activist ,"Owl - aka Ugla Stefanía Kristjönudóttir Jónsdóttir - is a journalist, writer and trans campaigner. They are the co-director of My Genderation, a film project focusing on trans lives and trans experiences.",https://c.files.bbci.co.uk/12951/production/_109131167_owl_fisher_300.jpg,identity,Iceland,2019,"24,224",67857.184,"89,45088673","0,877",40,0,"0,949"
133,StT,Shelly-Ann Fraser-Pryce,33.0,@realshellyannfp,#Caribbean,Athlete,"After storming to victory in 10.71 seconds at the women's 100m final in Doha in September 2019, Shelly-Ann Fraser-Pryce now boasts more 100m world championship titles than Usain Bolt.",https://c.files.bbci.co.uk/12B8C/production/_109148667_shelly_ann_fraser_pryce_300.jpg,sport,Jamaica,2019,"15,884",5826.09,"82,30475224","0,735",,50,"0,734"
134,KSr,Zarifa Ghafari,27.0,@Zarifa_Ghafari,#Afghan #IWOC #WomensHistoryMonth,Mayor,"At 26, Zarifa Ghafari is one of Afghanistan's first female mayors. The country's president appointed her mayor of Maidan Wardag, where support for the Taliban is widespread. She took the job despite it being too dangerous for her to live there - her office was mobbed by angry men on her first day. ",https://c.files.bbci.co.uk/690D/production/_109139862_zarifa_ghafari_300.jpg,leadership,Afghanistan,2019,"18,876",507.29,"29,20021633",,,25,"0,511"
135,BZu,Jalila Haider,31.0,@Advjalila,,Lawyer,"Human rights lawyer Jalila specialises in defending women's rights in Pakistan, and provides free legal services to women in poverty. ",https://c.files.bbci.co.uk/15061/production/_109131168_jalila_haider_300.jpg,leadership,Pakistan,2019,"276,114",1348.676,"26,47202531","0,564",,25,"0,557"
136,WQ5,Tayla Harris,22.0,@tayla_harris7,#TaylaHarris #FootballArt #GoTaylah #IWD2021 #IWD #WomenInSport,Footballer/boxer,"Tayla Harris is an Australian rules footballer playing for Carlton Football Club in the AFL Women's league, and a professional boxer.",https://c.files.bbci.co.uk/9D16/production/_109141204_tayla_harris_300.jpg,sport,Australia,2019,"1387,085",54348.227,"85,46935998","0,731","21,4",50,"0,944"
137,QK2,Hollie Daniels,36.0,@_holliedaniels_,#ASHE2019,Sex trafficking survivor,"Hollie is a survivor of sex trafficking from Columbus, Ohio, US. She was first sold by her mother at the age of 15 and was enslaved through drug-use for 17 years. With the help of an innovative court programme called CATCH Court - which spots criminals who are actually victims - she was able to escape in 2015. Most women who are sex trafficked in the US are branded with tattoos or scars and she has since transformed the tattoos on her own body. ",https://c.files.bbci.co.uk/11AFA/production/_109224427_hollie_300.jpg,identity,United States of America (the),2019,"21433,225",65253.518,"82,75258981","0,724","21,7",50,"0,926"
138,CM2,Huang Wensi,30.0,,#HuangWensi #womenleaders #femaleathletes,Professional boxer,"Huang Wensi, 29, is one of a small but growing number of female boxers in China.",https://c.files.bbci.co.uk/7246/production/_109145292_huang_wensi_300.jpg,sport,China,2019,"14401,726",10286.58,"80,06609183","0,676",,0,"0,761"
139,3XE,Luchita Hurtado,99.0,,#womensart,Artist,"This year, artist Luchita Hurtado landed her first solo show in a public gallery - at the age of 98.",https://c.files.bbci.co.uk/16263/production/_109132709_luchita_hurtado_300.jpg,creativity,Venezuela (Bolivarian Republic of),2019,"63,96",2299.308,"56,03045175","0,713",,0,"0,711"
140,gem,Yumi Ishikawa,32.0,@yumi_ishikawa11,#WomenPower,Founder #kutoo ,"Tired of the pain she suffered wearing heels eight hours a day at work, Yumi decided to vent her frustration on Twitter.",https://c.files.bbci.co.uk/DE3D/production/_109139865_yumi_ishikawa_300.jpg,identity,Japan,2019,"5079,916",40255.936,"74,67930907","0,652","5,3",50,"0,919"
141,zbC,Asmaa James,,@asmaakjames,#SierraLeone,Journalist/activist,"Through a career in journalism and community social work, Asmaa has become the voice of Sierra Leone's voiceless. ",https://c.files.bbci.co.uk/06BB/production/_109132710_asmaa_james_300.jpg,leadership,Sierra Leone,2019,"4,213",539.122,"98,74699697","0,668",,25,"0,452"
142,kXf,Aranya Johar,21.0,,#AranyaJohar,Poet,"Aranya uses beat poetry to address issues like gender equality, mental health and body positivity.",https://c.files.bbci.co.uk/2DCB/production/_109132711_aranya_johar_300.jpg,creativity,India,2019,"2868,93",2097.782,"27,38409038","0,668",,25,"0,645"
143,3JZ,Katrina Johnston-Zimmerman,,@think_katrina,#100Women,Anthropologist,"Katrina Johnston-Zimmerman is an urban anthropologist, working to make cities better places to live in.",https://c.files.bbci.co.uk/54DB/production/_109132712_katrina_johnston_zimmerman.jpg,earth,United States of America (the),2019,"21433,225",65253.518,"82,75258981","0,724","21,7",50,"0,926"
144,iAM,Gada Kadoda,,,#Sudan #BBC100women,Engineer,Dr Gada Kadoda helps women in remote areas use solar power to bring electricity to their villages by training them as community engineers.,https://c.files.bbci.co.uk/C426/production/_109141205_gada_kadoda_300.jpg,earth,Sudan (the),2019,"33,359",771.814,"43,10673961",,,25,"0,51"
145,39g,Amy Karle,,@amykarle,#bioart #Bioartist,Bioartist,"Born with a rare condition which left her with missing skin, Amy Karle grew up fascinated by the possibility of what the human body could be capable of with the right technology.",https://c.files.bbci.co.uk/7BEB/production/_109132713_amy_karle_300.jpg,knowledge,United States of America (the),2019,"21433,225",65253.518,"82,75258981","0,724","21,7",50,"0,926"
146,P3Q,Ahlam Khudr,,,#BlueForSudan #Sudanrevolution #bbcnews,Protest leader,"Self-proclaimed 'mother of all Sudanese martyrs', Ahlam's 17-year-old son was killed in a peaceful protest in 2013. Since then, Ahlam has dedicated her life to seeking justice for him, and fighting for the rights of those killed or 'disappeared' in Sudan. ",https://c.files.bbci.co.uk/10E86/production/_109145296_ahlam_khudr_300.jpg,leadership,Sudan (the),2019,"33,359",771.814,"43,10673961",,,25,"0,51"
147,TFv,Fiona Kolbinger,24.0,,#womenpower #womeninsports #cycling,Cyclist,"In 2019, cancer researcher Fiona Kolbinger became the first woman ever to win the Transcontinental Race - one of the world's toughest cycling races.",https://c.files.bbci.co.uk/A2FB/production/_109132714_fiona_kolbinger_300.jpg,sport,Germany,2019,"3861,55",46472.623,"82,95810294","0,787",40,50,"0,947"
148,BP7,Hiyori Kon,22.0,@hiyori_kon,#BBC100women #LittleMissSumo #femalesumowrestling #sumochampion,Sumo wrestler,"Hiyori Kon, 21, is a sumo wrestling prodigy in a country where women are still barred from competing professionally. ",https://c.files.bbci.co.uk/CA0B/production/_109132715_hiyori_kon_300.jpg,sport,Japan,2019,"5079,916",40255.936,"74,67930907","0,652","5,3",50,"0,919"
149,Yke,Aïssata Lam,33.0,@lam_aissa,,Microfinance expert,Aïssata Lam set up the Youth Chamber of Commerce of Mauritania to support young women entrepreneurs struggling to access funding for their start-ups.,https://c.files.bbci.co.uk/F11B/production/_109132716_aissata_lam_300.jpg,leadership,Mauritania,2019,"7,6",1872.593,"44,75947902","0,614",,25,"0,546"
150,3bG,Soo Jung Lee,55.0,,#100Women,Forensic psychologist,"Forensic psychology professor Soo Jung Lee has worked on numerous high-profile murder cases in South Korea. Based at Kyonggi University in Seoul, she has challenged the legal system, helping introduce an anti-stalking bill.",https://c.files.bbci.co.uk/1054D/production/_109139866_soo_jung_lee_300.jpg,leadership,Korea (the Republic of),2019,"1646,739",31846.217,"73,85988764","0,672","22,2",25,"0,916"
151,mHe,Fei-Fei Li,44.0,@drfeifei,#AI #computervision #ML,AI pioneer,"Fei-Fei Li arrived in the US from China at 16 with no English language skills, working part-time in her parents' dry-cleaning business.",https://c.files.bbci.co.uk/1182B/production/_109132717_fei_fei_300.jpg,knowledge,United States of America (the),2019,"21433,225",65253.518,"82,75258981","0,724","21,7",50,"0,926"
152,327,Erika Lust,42.0,@erikalust,#ErikaLust,Filmmaker,An award-winning independent adult filmmaker exploring how women can help shape the future of porn.,https://c.files.bbci.co.uk/13F3B/production/_109132718_erika_lust_300.jpg,creativity,Sweden,2019,"530,884",51404.434,"90,38404931","0,82","54,5",50,"0,945"
153,32A,Lauren Mahon,34.0,@iAmLaurenMahon,,Cancer survivor,"Nominated for BBC 100 Women list by Jameela Jamil and the I Weigh community, Lauren Mahon is one third of the powerhouse trio ""kicking cancer's arse"" on BBC 5 Live's podcast You, Me & The Big C.",https://c.files.bbci.co.uk/B65C/production/_109148664_lauren_mahon_300.jpg,creativity,United Kingdom of Great Britain and Northern Ireland (the),2019,"2830,764",42378.606,"85,37624834","0,767","21,7",0,"0,932"
154,37N,Julie Makani,49.0,@juliemakani,#Tanzania #Africa,Doctor/scientist,"Julie is from Tanzania, one of five countries in the world with the highest estimated number Sickle Cell Disease (SCD) births annually. She has dedicated the past two decades to research on treatment for the disease and working to influence health policies so that individuals across Africa can access vital diagnostic tests and medicines. ",https://c.files.bbci.co.uk/17B6D/production/_109133179_julie_makani_300.jpg,knowledge,"Tanzania, United Republic of",2019,"60,81",1079.684,"91,36666054","0,713",,25,"0,529"
155,M3U,Lisa Mandemaker,,,#LisaMandemaker,Speculative designer,"Lisa Mandemaker is leading the team building a prototype artificial womb, in collaboration with the Máxima Medical Centre in Holland.",https://c.files.bbci.co.uk/1FC5/production/_109133180_lisa_mandemaker_300.jpg,creativity,Netherlands (the),2019,"907,151",52646.193,"84,75793633","0,736","35,3",50,"0,944"
156,373,Jamie Margolin,18.0,@Jamie_Margolin,,Climate change activist,"At 16, Jamie co-founded the Zero Hour movement, using social media to organise the first youth climate change marches in 25 cities, including Washington DC.",https://c.files.bbci.co.uk/46D5/production/_109133181_jamie_margolin_300.jpg,earth,United States of America (the),2019,"21433,225",65253.518,"82,75258981","0,724","21,7",50,"0,926"
157,3Vm,Francia Marquez,37.0,@FranciaMarquezM,#AfroColombians,Environmentalist,"A formidable leader of the Afro-Colombian community, Francia Márquez spearheaded a 10-day, 350-mile women's march to the country's capital, to take back their ancestral land from illegal gold miners.",https://c.files.bbci.co.uk/1536D/production/_109139868_francia_marquez_300.jpg,earth,Colombia,2019,"323,561",6423.179,"70,11479792","0,758","52,9",25,"0,767"
158,3YW,Gina Martin,26.0,@ginamartinuk,,Campaigner,"After being upskirted at a music festival, Gina Martin launched a campaign to make upskirting illegal in England and Wales. The law was changed this year after an 18-month legal fight.",https://c.files.bbci.co.uk/6DE5/production/_109133182_gina_martin_300.jpg,leadership,United Kingdom of Great Britain and Northern Ireland (the),2019,"2830,764",42378.606,"85,37624834","0,767","21,7",0,"0,932"
159,kg6,Sarah Martins Da Silva,,@SMDS_research,#fertility,Consultant gynaecologist/obstetrician,Sarah is one of Scotland's leading gynaecologists.,https://c.files.bbci.co.uk/94F5/production/_109133183_sarah_martins_da_silva_300.jpg,knowledge,United Kingdom of Great Britain and Northern Ireland (the),2019,"2830,764",42378.606,"85,37624834","0,767","21,7",0,"0,932"
160,Mvj,Raja Meziane,31.0,@RajaMeziane,,Singer ,"Singer Raja Meziane's political music video Allo le Système! has been viewed more than 35 million times on YouTube. Her anti-government songs tackling social injustice, alleged corruption and inequality have seen her forced into exile from Algeria.",https://c.files.bbci.co.uk/EB36/production/_109141206_raja_meziane_300.jpg,creativity,Algeria,2019,"169,267",3898.011,"25,10330533","0,634",,25,"0,748"
161,3Fi,Susmita Mohanty,48.0,@suz_moonwalker,#100women,Space entrepreneur,"Hailed as 'India's space woman', spaceship designer Susmita founded India's first space start-up.",https://c.files.bbci.co.uk/BC05/production/_109133184_sushmita_mohanty_300.jpg,knowledge,India,2019,"2868,93",2097.782,"27,38409038","0,668",,25,"0,645"
162,37G,Benedicte Mundele,26.0,@benesthermunde1,#Benedictemundele #BBC100women,Fresh food entrepreneur,"When Benedicte looked around the Democratic Republic of Congo, she could see plenty of raw produce from potato to passionfruit, but still people were living in food poverty.",https://c.files.bbci.co.uk/E315/production/_109133185_benedicte_mundele_300.jpg,knowledge,Congo (the Democratic Republic of the),2019,"49,816",508.953,"92,07428087","0,578",,25,"0,48"
163,Tnz,Subhalakshmi Nandi,,@SubhalakshmiN,#100women,Gender equality expert,"Based at the International Center for Research on Women, Subhalakshmi has spent over 15 years working to improve gender equality in Asia.",https://c.files.bbci.co.uk/10A25/production/_109133186_subhalakshmi_nandi_300.jpg,identity,India,2019,"2868,93",2097.782,"27,38409038","0,668",,25,"0,645"
164,36J,Trang Nguyen,29.0,@TrangN90,#InternationalWomensDay #Conservation,Conservationist,"Trang Nguyen grew up in Vietnam, confronted from a young age with monkeys chained up for sale on the streets and bears held to extract bile for traditional medicine. So she obtained a PhD in Biodiversity Management, and set up WildAct, a non-profit organisation which helps authorities monitor illegal wildlife trade markets.",https://c.files.bbci.co.uk/11246/production/_109141207_trang_tk_300.jpg,earth,Viet Nam,2019,"329,537",3416.232,"88,50085554","0,7",,0,"0,704"
165,xqz,Van Thi Nguyen,34.0,,#BBC,CEO,"Van is co-founder of the Will to Live Center, which provides training for disabled people in Vietnam's capital, Hanoi.",https://c.files.bbci.co.uk/13135/production/_109133187_nguyen_thi_van_300.jpg,leadership,Viet Nam,2019,"329,537",3416.232,"88,50085554","0,7",,0,"0,704"
166,RQX,Natasha Noel,25.0,@natashanoel001,,Yoga expert,"Natasha is a yogini, a female master practitioner of yoga and wellness coach.",https://c.files.bbci.co.uk/DD6C/production/_109148665_natasha_noel_300.jpg,identity,India,2019,"2868,93",2097.782,"27,38409038","0,668",,25,"0,645"
167,HqW,Alexandria Ocasio-Cortez,30.0,@AOC,#Economics #Politics,Congresswoman,"This year, aged 29, Alexandria Ocasio-Cortez became the youngest woman ever to serve in the United States Congress. She grew up in the Bronx and volunteered as a campaigner in the 2016 Presidential elections.",https://c.files.bbci.co.uk/A5CA/production/_109224424_alexandria_ocasio_cortez_30.jpg,leadership,United States of America (the),2019,"21433,225",65253.518,"82,75258981","0,724","21,7",50,"0,926"
168,FS9,Farida Osman,24.0,@FaridaOsman,#farida_osman #swimming,Swimmer,"Nicknamed 'the golden fish', in 2017 Farida became the first woman in Egypt to win a medal when she claimed bronze in the 50m butterfly at the FINA World Aquatics Championships.",https://c.files.bbci.co.uk/13956/production/_109141208_farida_osman_300.jpg,sport,Egypt,2019,"302,335",3043.64,"25,93789456","0,629",,25,"0,707"
169,JvE,Ashcharya Peiris,,,#100women #women ,Designer,"Ashcharya Peiris was on her way home from work at a bank in Sri Lanka when a bomb blast left her blind in 2000. She lost her job to her disability, but ended up fulfilling her dream of becoming a fashion designer by describing her designs to a seamstress.",https://c.files.bbci.co.uk/169D9/production/_109133629_ashcharya_300.jpg,creativity,Sri Lanka,2019,"83,996",3852.484,"45,52238891","0,68",,25,"0,782"
170,jM3,Danit Peleg,30.0,@danitpeleg3d,#TEDYouth #100women #3dprinting #3DPrinting,Designer,"Fashion designer Danit once found herself at a conference with nothing to wear, so quickly designed a skirt on her laptop and 3D-printed it.",https://c.files.bbci.co.uk/0E31/production/_109133630_danit_peleg_300.jpg,creativity,Israel,2019,"394,652",43603.013,"87,6986452","0,718",19,25,"0,919"
171,38t,Autumn Peltier,15.0,@StephaniePelti3,#Water,Clean water advocate,Autumn Peltier has been campaigning for clean drinking water for indigenous people in Canada since she was just eight years old.,https://c.files.bbci.co.uk/3541/production/_109133631_autumn_peltier_300.jpg,earth,Canada,2019,"1736,426",46271.717,"87,15426518","0,772",50,50,"0,929"
172,XCy,Swietenia Puspa Lestari,25.0,,#30Under30 #DiversCleanAction #MondayMotivation #Sustainability #plasticfree,Diver/environmentalist,"Swietenia founded the Divers Clean Action Foundation to clear marine debris in Indonesia. They now have 1,500 volunteers working across the island nation and South East Asia.",https://c.files.bbci.co.uk/901D/production/_109139863_swietenia_300.jpg,earth,Indonesia,2019,"1120,141",4196.67,"65,4861903","0,7",,25,"0,718"
173,KSw,Megan Rapinoe,34.0,@mPinoe,#USWNT,Footballer,"Megan Rapinoe is a two-time World Cup winner and co-captain of the US Women's National Team. She led the team to victory in the 2019 Women's World Cup, scoring some of the biggest goals of the tournament.",https://c.files.bbci.co.uk/5C51/production/_109133632_megan_rapinoe_300.jpg,sport,United States of America (the),2019,"21433,225",65253.518,"82,75258981","0,724","21,7",50,"0,926"
174,34g,Onjali Rauf,38.0,@OnjaliRauf,#InternationalWomensDay,Writer,Onjali Rauf was recovering from life-saving surgery when the idea for her first book came to her.,https://c.files.bbci.co.uk/1612E/production/_109141409_onjali_rauf_300.jpg,leadership,United Kingdom of Great Britain and Northern Ireland (the),2019,"2830,764",42378.606,"85,37624834","0,767","21,7",0,"0,932"
175,38o,Charlene Ren,,,#GenderEquity #WomenInScience ,Clean water advocate,"As a graduate student, Charlene Ren created MyH2O, a solution to the lack of clean drinking water in rural China. ",https://c.files.bbci.co.uk/8361/production/_109133633_charlene_ren_300.jpg,earth,China,2019,"14401,726",10286.58,"80,06609183","0,676",,0,"0,761"
176,354,Maria Ressa,56.0,@mariaressa,#CourageON #HoldTheLine,Journalist,Maria Ressa is an award-winning journalist from the Philippines who set up website Rappler to expose fake news. ,https://c.files.bbci.co.uk/098A/production/_109224420_maria_ressa_300.jpg,leadership,Philippines (the),2019,"376,795",3511.935,"64,33748257","0,781",,0,"0,718"
177,B28,Djamila Ribeiro,39.0,,#DjamilaRibeiro #100women ,Writer/equality activist,Writer Djamila Ribeiro is one of the most influential figures in the Afro-Brazilian women's rights movement.,https://c.files.bbci.co.uk/AA71/production/_109133634_djamila_ribeiro_300.jpg,identity,Brazil,2019,"1839,077",8751.381,"74,09549601","0,691",,25,"0,765"
178,3QC,Jawahir Roble,24.0,@jj_Roble,#WomenInSport #AfricanWomeninSport @BBCNews,Referee,"Jawahir Roble is the UK's first Muslim, black, female, hijab-wearing referee.",https://c.files.bbci.co.uk/D181/production/_109133635_jj_roble_300.jpg,sport,Somalia,2019,"4,942",320.0,"30,07854846",,,25,
179,3WA,Najat Saliba,,@najat_saliba,#WomenInSTEM #Lebanon #lebanonrevolution,Chemistry professor,"Professor Saliba is conducting world-leading research on polluted air. She grew up on her family's farm in rural Lebanon, but when civil war prompted a move to the city, she was awakened to the disturbing realities of air pollution.",https://c.files.bbci.co.uk/15CA6/production/_109145298_najat_saliba_300.jpg,earth,Lebanon,2019,"52,522",7661.073,"32,0304922","0,599",,50,"0,744"
180,3Dd,Nanjira Sambuli,31.0,@NiNanjira,#digitalcooperation #ArtificialInteligence #AI,Digital equality expert,Nanjira leads the World Wide Web Foundation in its bid to increase digital equality.,https://c.files.bbci.co.uk/F891/production/_109133636_nanjira_sambuli_300.jpg,identity,Kenya,2019,"95,41",2004.42,"94,09382371","0,671",,25,"0,601"
181,WJ5,Zehra Sayers,66.0,@sayers_zehra,#ZehraSayers #100women #biophysicist @sabanciu,Scientist,Biophysicist Zehra Sayers has been hailed as a beacon of hope for the Middle East (Nature journal) for her success in her contribution to bringing scientists from eight Middle Eastern countries together.,https://c.files.bbci.co.uk/17FCE/production/_109145289_zehra_sayers_300.jpg,knowledge,Turkey,2019,"760,94",9150.862,"47,49168337","0,635","12,5",50,"0,82"
182,uQS,Hayfa Sdiri,22.0,@HayfaSdiri,#BBC100women #UNDP #tunisia #BBC,Entrepreneur,"At 16, Hayfa founded not-for-profit Entrcrush, an online platform for future entrepreneurs where they could be matched with donors, and take e-courses in areas like management and accounting.",https://c.files.bbci.co.uk/11FA1/production/_109133637_hayfa_sdiri_300.jpg,knowledge,Tunisia,2019,"38,797",3292.594,"36,11433554","0,644",,25,"0,74"
183,3Wg,Noor Shaker,,@noorshak,#WomenInSTEM #artificalintelligence #womenwhocode,Computer scientist,"Computer scientist Noor Shaker left Syria for Europe in 2008 to follow her passion for Artificial Intelligence. After a successful decade in academia, she turned her skills toward entrepreneurial innovation. Motivated by her mother's fight against cancer, Shaker was compelled to bring her knowledge of AI to the medical world. ",https://c.files.bbci.co.uk/2426/production/_109145290_noor_shaker_300.jpg,knowledge,Syrian Arab Republic,2019,,,"19,78760638","0,567",,50,"0,567"
184,3H7,Bonita Sharma,,@xbonita7,#BBC100Women #Nutribeads #education #bbc100women2019,Innovator,"Inspired by her mum's determination to obtain a degree despite pressure to become a housewife, Bonita Sharma helps educate and empower women and girls in her native Nepal.",https://c.files.bbci.co.uk/146B1/production/_109133638_bonita_sharma_300.jpg,knowledge,Nepal,2019,"30,69",1078.556,"97,44201898","0,68",,25,"0,602"
185,NjS,Vandana Shiva,67.0,@drvandanashiva,#vandanashiva #GandhiAt150,Environmentalist ,"In the 1970s, she was part of a movement of women who threw their arms around trees to prevent them being felled - the original 'tree-huggers'.",https://c.files.bbci.co.uk/17889/production/_109139369_vandana_shiva_300.jpg,earth,India,2019,"2868,93",2097.782,"27,38409038","0,668",,25,"0,645"
186,kxH,Pragati Singh,,@Dr_PragatiSingh,@indianaces_,Doctor,"When qualified doctor Pragati Singh started researching asexuality, she received messages from women who didn't want to have sex but were facing an arranged marriage.",https://c.files.bbci.co.uk/1CE1/production/_109139370_pragati_singh_300.jpg,identity,India,2019,"2868,93",2097.782,"27,38409038","0,668",,25,"0,645"
