,id,name,age,username_twitter,hashtag,job,description,image,category,country,year,gdp,gdp_pro_capita,labour_percentage,gender_gap,percentuale_ministre,percentuale_parlamentari,hdi
0,3TG,Sonita Alizadeh,18.0,@SonitaAlizadeh,#endchildmarriage #sonitasdream #raptivist #childmarriage #generationchildmarriage,Rapper,Sonita narrowly escaped being sold into marriage as a young girl by writing the song Brides for Sale. She now uses her powerful voice and poetic lyrics to advocate an end to forced marriage across the world.,,,Afghanistan,2015,"20,22",599.349,"24,61942386",,,,"0,5"
1,Vui,Tahmina Kohistani,26.0,'',#Olympic #Olympics2012 #100women #LondonOlympics2012 #Olympics100m,Sprinter,"A 100 metres runner, Tahmina was Afghanistan's only representative at the 2012 London Olympics despite facing fierce opposition in her home country. She failed to make it to the first round but achieved a personal best in the preliminary trials and has postponed her wedding to take part in next year's Olympics in Brazil.",,,Afghanistan,2015,"20,22",599.349,"24,61942386",,,,"0,5"
2,Emc,Bobbi Brown,58.0,@justbobbibrown,#WangJunkai #KarryWang,Make-up entrepreneur,"A professional make-up artist who founded the successful Bobbi Brown Cosmetics brand in the early 1990s. Sick of red lipstick, she was interested in celebrating rather than altering women's features, and forged a more natural look. Bobbi features in our '100 Women interviews' strand.",,,United States of America (the),2015,"18238,3",56848.51,"81,6254892","0,74","26,1","19,4","0,921"
3,kcb,Megan Grano,37.0,@megangrano,'',Comedian,"One third of viral comedy trio The BreakWomb, Megan along with Molly Erdman and Laurel Coppock makes a sketch a week for YouTube about the trials of motherhood. Megan is also a writer, actor and director who regularly appears in sketches on American late night talk show Conan.",,,United States of America (the),2015,"18238,3",56848.51,"81,6254892","0,74","26,1","19,4","0,921"
4,xdL,Samantha John,29.0,@SamJ0hn,@hopscotch,Entrepreneur,"Samantha is the CTO and co-founder of Hopscotch, a mobile app enabling children to create and share their own mobile games. Samantha studied applied maths and then worked as an engineer before realising she preferred programming. Samantha appears in our '30 under 30' strand.",,,United States of America (the),2015,"18238,3",56848.51,"81,6254892","0,74","26,1","19,4","0,921"
5,36y,Amara Majeed,18.0,'',#SriLanka #srilankannews #SriLankaAttacks #EasterAttackLK #AmaraMajeed #100women,Activist/author,Amara wrote The Foreigners in an attempt to eradicate stereotypes about Muslims. At 16 she founded The Hijab Project which encourages Muslim and non-Muslim women to try wearing the garment and share their experiences on social media.,,,United States of America (the),2015,"18238,3",56848.51,"81,6254892","0,74","26,1","19,4","0,921"
6,3Tz,Brit Morin,29.0,@brit,@BritandCo,Entrepreneur,"Brit is the founder and CEO of Brit + Co, a new media and commerce company. The company aims to enables creativity among women and girls through online classes and do-it-yourself kits. Brit appears in our '30 under 30' strand.",,,United States of America (the),2015,"18238,3",56848.51,"81,6254892","0,74","26,1","19,4","0,921"
7,DPe,Delaney Osborne,17.0,'','',Schoolgirl,"Delaney and her boyfriend are expecting a baby in April. She lives with her mum in a small village outside Madison, Wisconsin, and is still at school. Delaney appears in our 'Good girl' film-makers strand.",,,United States of America (the),2015,"18238,3",56848.51,"81,6254892","0,74","26,1","19,4","0,921"
8,NJF,Hilary Swank,41.0,@HilarySwank,#MakeAChoice #MakeItHappen #BoysDontCry #HilarySwank @CobraKaiSeries #kobraKai #Away,Actor,"Hilary is an American actress and producer. She is the winner of two Academy and Golden Globe Awards for Best Actress (Boys Don't Cry, Million Dollar Baby). She is renowned for her portrayal of strong, sometimes troubled characters. Hilary features in our '100 Women interviews' strand.",,,United States of America (the),2015,"18238,3",56848.51,"81,6254892","0,74","26,1","19,4","0,921"
9,yze,Julie Sygiel,27.0,@juliesygiel,@pocketsproject @girlscouts #GirlScouts #Pocketwear @ladyprojectorg #FemaleFounders,Entrepreneur,Julie has used her chemical engineering background to develop a patent-pending fabric for knickers which helps protect against menstruation and minor incontinence leaks. Dear Kate specialises in high-performance underwear in a range of different styles and colours. Julie appears in our '30 under 30' strand.,,,United States of America (the),2015,"18238,3",56848.51,"81,6254892","0,74","26,1","19,4","0,921"
10,3BN,Isabel dos Santos,42.0,@isabelaangola,#LuandaLeaks #Angola #isabeldossa #IsabelDosSantos,Investor,"Isabel dos Santos is an investor and - according to Forbes - the richest woman in Africa. She is the eldest daughter of Angolan President Jose Eduardo dos Santos, and has investments in oil and gas, banking, telecoms and media companies.",,,Angola,2015,"116,194",4354.921,"96,15724827","0,637",,,"0,572"
11,338,Cecilia Bouzat,53.0,'',#AdaLovelaceDay #SOBLA #BiophysicsWeek #womeninscience,Biophysicist,"Cecilia is a scientist who has made a significant contribution to our understanding of how brain cells communicate among themselves and with muscles. Her work has opened the door to potential new treatments for Alzheimer's disease, depression and certain addictive behaviours.",,,Argentina,2015,"642,464",14895.316,"65,75380153","0,734",,,"0,84"
12,Sdd,Estela de Carlotto,84.0,,#EstelaDeCarlotto #RompiendoMoldes,Activist,"Estela is president of The Grandmothers of the Plaza de Mayo, which reunites biological grandparents with people snatched as babies in prisons and torture centres by the 1976-83 military junta. In August 2014, she was reunited with her grandson Ignacio in one of the most emotional scenes of Argentina's recent history.",,,Argentina,2015,"642,464",14895.316,"65,75380153","0,734",,,"0,84"
13,3PK,Leimin Duong,28.0,@LeiminDuong,#100women,Entrepreneur,"Leimin established Zeven Lemon Beerworks with no prior industry experience and is on a mission to bring fresh perspective into the beer world, with fruity beers that ""defy convention"". The company’s strawberry-flavoured brew has a wide distribution network across Australia. Leimin appears in our '30 under 30' strand.",,,Australia,2015,"1234,821",51483.951,"83,08534588","0,733","17,2","26,7","0,938"
14,3Ui,Ella Ingram,21.0,@e__ingram,#mentalhealth #HRA2016 #mental,Campaigner,"Ella is challenging an $18.5-billion insurance giant over its decision to reject her travel insurance claim after she was hospitalised at the age of 17 with depression. Her case, an Australian-first, will have ramifications for thousands of others as it tests the lawfulness of discrimination on the grounds of mental illness.",,,Australia,2015,"1234,821",51483.951,"83,08534588","0,733","17,2","26,7","0,938"
15,3ZE,Nikita Ridgeway,29.0,@NikitaRidgeway,#GoRabbitohs #IndigenousJersey ,Entrepreneur,"Nikita is the founder and CEO of Dreamtime Ink Australia, the only company specialising in Aboriginal tattoos. She is also the owner of Boss Lady Creative Design Agency which aims to provide Aboriginal designs at affordable prices. Nikita features in our '30 under 30' strand.",,,Australia,2015,"1234,821",51483.951,"83,08534588","0,733","17,2","26,7","0,938"
16,tDe,Antonia Albert,25.0,@_antoniaalbert,@careship_de #100Women,Entrepreneur,"Antonia co-founded Careship, an online marketplace for elderly care, with her brother Nikolaus earlier this year. After finding it difficult to find care for their ill grandmother, they wanted to give users straight-forward access to qualified and certified professionals. Antonia features in our '30 under 30' strand.",,,Austria,2015,"382,01",44267.796,"82,64889026","0,733","30,8","30,6","0,915"
17,3UJ,Bel Pesce,27.0,@belpesce,@TEDTalks,Entrepreneur,Bel returned to Brazil to launch her own company after graduating from the Massachusetts Institute of Technology. FazINOVA is a business school offering free online courses. Bel features in our '30 under 30' strand.,,,Brazil,2015,"1800,046",8846.478,"70,80844133","0,686",,,"0,756"
18,Pbn,Lorrana Scarpioni,25.0,@loscarpioni,@WeBeliive #IntelChallenge,Entrepreneur,"The founder of Bliive, a sharing economy site which allows people to swap expertise rather than doing jobs for money. After a successful launch in Brazil, she is now expanding into Europe. Lorrana features in our '30 under 30' strand.",,,Brazil,2015,"1800,046",8846.478,"70,80844133","0,686",,,"0,756"
19,3Yq,Nicola Adams,32.0,@NicolaAdamsOBE,#NicolaAdams,Boxer,Nicola is the world’s first female boxing Olympic champion and is the current Commonwealth Games and European Games flyweight champion. She was awarded an MBE in 2013 for her services to boxing.,,,United Kingdom of Great Britain and Northern Ireland (the),2015,"2929,238",44989.063,"83,00145841","0,758","22,7","29,4","0,923"
20,EN9,Nicola Benedetti,28.0,@NickyBenedetti,#nicolabenedetti #LondonSymphonyOrchestra #nickybenedetti,Musician,"One of the most sought after violinists of her generation, Nicola is fiercely committed to music education and to developing young talent. She is an ambassador for Sistema Scotland’s Big Noise project and vice president of the National Children's Orchestra of Great Britain. She has also developed her own education initiative, The Benedetti Sessions.",,,United Kingdom of Great Britain and Northern Ireland (the),2015,"2929,238",44989.063,"83,00145841","0,758","22,7","29,4","0,923"
21,eXE,Claire Fox,55.0,@Fox_Claire,'',Writer and broadcaster,"Claire is a writer, broadcaster and columnist. She is also the director of the Institute of Ideas, which she set up in order to challenge ""established orthodoxies"" and which organises public debates on controversial topics. Claire took part in our 'Is media failing women?' debate.",,,United Kingdom of Great Britain and Northern Ireland (the),2015,"2929,238",44989.063,"83,00145841","0,758","22,7","29,4","0,923"
22,3UN,Melanie Goldsmith,26.0,'',@SmthandSnclr ,Entrepreneur,Melanie's alcoholic sweets are now sold in high-end London high street stores after she made them for a dating event. Her company Smith and Sinclair has created edible cocktails for more than 32 brands of alcohol. Melanie appears in our '30 under 30' strand.,,,United Kingdom of Great Britain and Northern Ireland (the),2015,"2929,238",44989.063,"83,00145841","0,758","22,7","29,4","0,923"
